,index,primary_diagnosis_desc
9330,TOOTH ERUPTION DISTURB,4
9331,"Fracture of alveolus of maxilla,init for clos fx",4
9332,"Right heart failure,unspecified",4
9333,"Viral conjunctivitis,unspecified",4
9334,Fracture of condylar process of right mandible ini,4
9335,Perforation of gallbladder,4
9336,"Bullous disorder,unspecified",4
9337,"Follicular lymphoma grade II,extrnod and solid or",4
9338,"Breakdown of bone devices,implants and grafts,in",4
9339,Ntrm subarach hemor from unsp posterior communicat,4
9340,"Opioid use,unspecified,uncomplicated",4
9341,OCCUPATIONAL THERAPY,4
9342,ENTHESOPATHY OF KNEE NEC,4
9343,OBSTRUCT LABOR NOS-DELIV,4
9344,ENOPHTHALMOS D/T TRAUMA,4
9345,"Breakdown of penile (implanted) prosthesis,init",4
9346,"Fibrous dysplasia (monostotic),other site",4
9347,BLIND LOOP SYNDROME,4
9348,Osteogenesis imperfecta,4
9349,TOX EFF CORROSIVE AROMAT,4
9350,"Osteolysis,other site",4
9351,"Flat foot [pes planus] (acquired),right foot",4
9352,"Osteomyelitis of vertebra,cervicothoracic region",4
9353,ENC CHG/RMV SURG DRESSNG,4
9354,BLEPHARITIS NOS,4
9355,TOT ANOM PULM VEN CONNEC,4
9356,EMOTIONAL STATE SYM NEC,4
9357,Postproc hemor/hemtom of endo sys org fol an endo ,4
9358,Follicular cyst of right ovary,4
9359,EXAMINATION NEC,4
9360,OPEN WOUND OF TRUNK NEC,4
9361,Viral cardiomyopathy,4
9362,"Exhaustion due to excessive exertion,initial enco",4
9363,"Episodic tension-type headache,not intractable",4
9364,"Tinnitus,bilateral",4
9365,Obstetric hematoma of pelvis,4
9366,Erosion of implnt vag prstht mtrl to surrnd org/ti,4
9367,Encounter for aftercare following multiple organ t,4
9368,Esophageal web,4
9369,"OTH PARALYTC SYND,BILAT",4
9370,"Benign neoplasm of brain,unspecified",4
9371,RT BBB/LFT ANT FASC BLK,4
9372,Encounter for adjustment and management of cardiac,4
9373,EXCESSIVE CRYING INFANT,4
9374,OTH HEMIPLEGIA-SIDE NOS,4
9375,"Reiter's disease,left knee",4
9376,"Exstrophy of urinary bladder,unspecified",4
9377,ABN CNS FUNCT STUDY NEC,4
9378,"Extranodal NK/T-cell lymphoma,nasal type",4
9379,Benign neoplasm of left breast,4
9380,Zoster encephalitis,4
9381,OTH COMPL HEADACHE SYNDR,4
9382,Benign neoplasm of left bronchus and lung,4
9383,"Benign lipomatous neoplasm of skin,subcu of left ",4
9384,"Epileptic spasms,not intractable,with status epi",4
9385,Encounter for change or removal of surgical wound ,4
9386,Encounter for exam and obs following alleged adult,4
9387,Ben neoplm of connctv/soft tiss of left lower limb,4
9388,Thyrotxcosis w toxic multinodular goiter w thyroto,4
9389,Encounter for routine postpartum follow-up,4
9390,Encounter for screening for other bacterial diseas,4
9391,OTHER SPECIFIED DERMATOS,4
9392,"Endo,nutritional and metab diseases comp preg,fi",4
9393,Benign carcinoid tumor of the appendix,4
9394,"Thyroiditis,unspecified",4
9395,Tinea cruris,4
9396,Thrombosis due to other internal prosth dev/grft i,4
9397,"Thrombosis due to internal prosth dev/grft,NEC,i",4
9398,"Thromboembolism in pregnancy,third trimester",4
9399,Basal cell carcinoma of skin of other parts of fac,4
9400,OTHER GENERAL SYMPTOMS,4
9401,Polymyositis with respiratory involvement,4
9402,RUPTURE UTERUS NOS-DELIV,4
9403,"Benign carcinoid tumor of the small intestine,uns",4
9404,Polycystic ovarian syndrome,4
9405,"Unsp trochan fx left femur,subs for clos fx w rou",4
9406,Encntr for follow-up exam after trtmt for malignan,4
9407,Benign neoplasm of long bones of left lower limb,4
9408,FB BLADDER & URETHRA,4
9409,"Poisoning by expectorants,accidental (unintention",4
9410,ABRASION HEAD-INFECTED,4
9411,FOURTH NERVE PALSY,4
9412,"Bicipital tendinitis,right shoulder",4
9413,"Open bite of left index finger w/o damage to nail,",4
9414,ABSCESS OF MEDIASTINUM,4
9415,"Bilateral inguinal hernia,w obst,w/o gangrene,r",4
9416,Bilateral osteoarthritis resulting from hip dyspla,4
9417,"Poisoning by antiviral drugs,accidental,init",4
9418,EXTRADURAL HEM-LOC NOS,4
9419,FRONTAL LOBE SYNDROME,4
9420,"Open bite of left thumb without damage to nail,in",4
9421,EXTERNAL OPHTHALMOPLEGIA,4
9422,FUNCTIONAL DIARRHEA,4
9423,FX ALVEOLAR BORD MAND-CL,4
9424,"Poisoning by amphetamines,undetermined,initial e",4
9425,OPEN WOUND WRIST-COMPLIC,4
9426,Wedge compression fracture of fourth thoracic vert,4
9427,"EXOSTOSIS,SITE NOS",4
9428,"Unspecified Eustachian tube disorder,bilateral",4
9429,TRAUMATIC SHOCK,4
9430,OPN WOUND OF EYEBALL NOS,4
9431,Renovascular hypertension,4
9432,FOLLOW-UP EXAM NEC,4
9433,OTH ACIDOSIS NEWBORN,4
9434,ABN FUNCTION STUDY NEC,4
9435,ZYGOMYCOSIS,4
9436,Occlusion and stenosis of right posterior cerebral,4
9437,Respiratory arrest,4
9438,Occlusion and stenosis of unspecified cerebral art,4
9439,ABNORM VAGINA-DELIVERED,4
9440,OSTEOCHONDRIT DISSECANS,4
9441,OSTEOARTHROS NOS-FOREARM,4
9442,OSTEOARTHRO NOS-OTH SITE,4
9443,"Poisoning by loop diuretics,accidental,init",4
9444,FIBROMATOSES NEC,4
9445,FISTULA OF BILE DUCT,4
9446,FIT/ADJ PERIT DIALY CATH,4
9447,Benign neoplasm of soft tissue of peritoneum,4
9448,"Unsp trochanteric fracture of right femur,init fo",4
9449,Benign neoplasm of unspecified adrenal gland,4
9450,FLUSHING,4
9451,"Poisoning by expectorants,intentional self-harm,",4
9452,"Fracture of mandible of oth site,init for clos fx",4
9453,"Dysphagia,oral phase",4
9454,CHR OTITIS EXTERNA NEC,4
9455,"Neuromuscular scoliosis,lumbar region",4
9456,"Displ trimalleol fx l low leg,subs for clos fx w ",4
9457,PSYCHOGEN CARDIOVASC DIS,4
9458,PSYCHIC FACTOR W OTH DIS,4
9459,"Unsp fx the lower end r radius,subs for clos fx w",4
9460,Displ suprcndl fx w/o intrcndl extn low end unsp f,4
9461,"Unsp fx the lower end r rad,subs for clos fx w ro",4
9462,Newborn affected by maternal use of drugs of addic,4
9463,HEMIPLEG MIGRAINE INTRCT,4
9464,"Oth enthesopathies of right lower limb,excluding ",4
9465,AMPHETAMINE ABUSE-UNSPEC,4
9466,Pain disorder exclusively related to psychological,4
9467,HEMORRHAGE FROM THROAT,4
9468,PRS HISTORY OF FALL,4
9469,RETINAL DETACHMENT NEC,4
9470,JT DERANGMENT NEC-OTH JT,4
9471,HEPATIC INFARCTION,4
9472,HEPATITIS A WITH COMA,4
9473,Systemic mastocytosis,4
9474,"Neurofibromatosis,type 2",4
9475,HERED HEMOLYTIC ANEM NEC,4
9476,HEAT SYNCOPE,4
9477,"Non-Hodgkin lymphoma,unspecified,intrathoracic l",4
9478,HEARING LOSS NOS,4
9479,Varicose veins of bi low extrem w oth complication,4
9480,CH GINGIVITIS PLAQ INDUC,4
9481,CH MYEL LEUK IN REMISS'N,4
9482,PYOGEN ARTHRITIS NEC,4
9483,PYLOROSPASM,4
9484,Displaced intraarticular fracture of right calcane,4
9485,Displaced comminuted fracture of shaft of right fi,4
9486,PULMON TB NOS-OTH TEST,4
9487,Varicose veins of left lower extremity with inflam,4
9488,TB LUNG W CAVIT-OTH TEST,4
9489,H ZOSTER NERV SYST NOS,4
9490,"Oth disp fx of seventh cervical vertebra,init for",4
9491,"Pre-existing diabetes mellitus,type 1,in the pue",4
9492,PULM EMBOL NOS-DELIVERED,4
9493,Non-pressure chronic ulcer of left calf w fat laye,4
9494,CHLDHD ONSET FLNCY DISOR,4
9495,"Unsp fx upper end of l humerus,subs for fx w nonu",4
9496,"Displaced bicondylar fx r tibia,subs for clos fx ",4
9497,"Displaced bicondylar fx r tibia,init for opn fx t",4
9498,RETINAL HEMORRHAGE,4
9499,"Unsp fx shaft of right tibia,subs for clos fx w r",4
9500,"Displ commnt fx shaft of r tibia,init for opn fx ",4
9501,"Syphilis,unspecified",4
9502,Neoplasm of uncertain behavior of other specified ,4
9503,HYPERCHOLESTEROLEMIA,4
9504,BENIGN NEO ESOPHAGUS,4
9505,"Neoplasm of uncertain behavior of digestive organ,",4
9506,ANAPH REACT D/T OT SERUM,4
9507,BENIGN NEO CORPUS UTERI,4
9508,"Oth fracture of right acetabulum,init for clos fx",4
9509,Neonatal tachycardia,4
9510,HYPERTENSIVE RETINOPATHY,4
9511,"Disp fx of medial phalanx of r idx fngr,init for ",4
9512,Neonatal melena,4
9513,SALIVARY GLAND DIS NEC,4
9514,"Superior glenoid labrum lesion of left shoulder,i",4
9515,Neonatal jaundice from other specified causes,4
9516,Neonatal difficulty in feeding at breast,4
9517,"Disp fx of lesser trochanter of right femur,init",4
9518,Neonatal conjunctivitis and dacryocystitis,4
9519,"Disp fx of left tibial tuberosity,init for clos f",4
9520,"Disp fx of lateral condyle of left tibia,init for",4
9521,"Superficial (capsular) laceration of spleen,init ",4
9522,"Disp fx of proximal phalanx of left lesser toe(s),",4
9523,Neoplasm of uncertain behavior of peritoneum,4
9524,HERNIA NOS,4
9525,"Unsp fx shaft of right femur,subs for clos fx w n",4
9526,"HERNIA,SITE NEC W GANGR",4
9527,Pre-existing hyp chronic kidney disease comp child,4
9528,PROLONG DEPRESSIVE REACT,4
9529,AMPUTATION FINGER-COMPL,4
9530,"Displ commnt fx shaft of l tibia,init for opn fx ",4
9531,"CHR KIDNEY DIS,STGE III",4
9532,"Displ bimalleol fx r low leg,subs for clos fx w r",4
9533,HERPETIC ULCER OF VULVA,4
9534,"Oth fracture of base of skull,init encntr for ope",4
9535,HISTORY OF TOBACCO USE,4
9536,HOMICIDAL IDEATION,4
9537,"Unsp fx shaft of right femur,subs for clos fx w r",4
9538,Neoplasm of uncertain behavior of spinal meninges,4
9539,PRIM THROMBOCYTOPENIA UN,4
9540,PRIM THROMBOCYTOPEN OTH,4
9541,Neoplasm of uncertain behavior of small intestine,4
9542,BENIGN NEO MOUTH NEC/NOS,4
9543,Disp fx of proximal phalanx of right lesser toe(s),4
9544,Neoplasm of uncertain behavior of rectum,4
9545,Non-prs chronic ulcer of left ankle limited to brk,4
9546,"Gestatnl htn w/o significant proteinuria,second t",4
9547,Dysphagia following unspecified cerebrovascular di,4
9548,Drug induced acute dystonia,4
9549,Frontal encephalocele,4
9550,"Nondisplaced comminuted fracture of left patella,",4
9551,Nondisplaced bimalleolar fracture of left lower le,4
9552,TICK-BORNE FEVER,4
9553,"Pathological fracture,hip,unsp,init encntr for ",4
9554,Drug or chemical induced diabetes mellitus w/o com,4
9555,Drug induced retention of urine,4
9556,Toxic liver disease with fibrosis and cirrhosis of,4
9557,"Fx femur fol insrt ortho implnt/prosth/bone plt,l",4
9558,Unsp nephritic syndrome w diffuse membranous glomr,4
9559,"Unsp fx upper end of r humerus,subs for fx w nonu",4
9560,Double aortic arch,4
9561,CALCANEAL SPUR,4
9562,CALCIF TENDINITIS SHLDER,4
9563,Nondisp suprcndl fx w/o intrcndl extn lower end l ,4
9564,"Oth athscl native arteries of extremities,bilater",4
9565,Ventricular flutter,4
9566,Nondisp simple suprcndl fx w/o intrcndl fx r humer,4
9567,CANDIDAL ENDOCARDITIS,4
9568,Disseminated histoplasmosis capsulati,4
9569,"Drug-induced headache,not elsewhere classified,i",4
9570,"Nondisplaced midcervical fracture of right femur,",4
9571,Drug-induced nonautoimmune hemolytic anemia,4
9572,CA IN SITU PENIS,4
9573,"Fracture of one rib,left side,subs for fx w rout",4
9574,"Fracture of oth parts of pelvis,init for clos fx",4
9575,"Otalgia,right ear",4
9576,"Fracture of other parts of neck,initial encounter",4
9577,Fracture of ramus of left mandible init,4
9578,C. TRACHOMATIS-LOWER GU,4
9579,Nonfamilial hypogammaglobulinemia,4
9580,Patient's noncompliance with renal dialysis,4
9581,Nondisplaced spiral fracture of shaft of left tibi,4
9582,"Toxic effect of venom of wasps,accidental,init",4
9583,"Fracture of unsp part of body of mandible,init fo",4
9584,TMJ ARTICUL DISC DISORDR,4
9585,"Nondisplaced pilon fracture of left tibia,init fo",4
9586,Duplication of ureter,4
9587,Fracture of unsp parts of lumbosacral spine and pe,4
9588,"Pathological fracture,right femur,subs for fx w ",4
9589,Drug/chem diabetes w diabetic prph angiopath w gan,4
9590,CA IN SITU COLON,4
9591,Drug-induced systemic lupus erythematosus,4
9592,"Oth athscl native arteries of extremities,oth ext",4
9593,THYROIDITIS NOS,4
9594,Disseminated cryptococcosis,4
9595,"Nondisp fx of lateral condyle of left femur,init",4
9596,CENTRAL CORNEAL ULCER,4
9597,"Gastr contents in resp tract,part unsp cause oth ",4
9598,TETANY,4
9599,CEREBELL CONTUS-BRF LOC,4
9600,Gastrointestinal mucositis (ulcerative),4
9601,Pain in right toe(s),4
9602,"Postprocedural urethral stricture,male,meatal",4
9603,"Nondisp fx of anterior wall of left acetabulum,in",4
9604,"Nondisp fx of anterior column of left acetabulum,",4
9605,Pain in right elbow,4
9606,BICEPS TENDON RUPTURE,4
9607,BETA THALASSEMIA,4
9608,Oth diabetes mellitus with hypoglycemia without co,4
9609,RETINAL VASCULITIS,4
9610,Non-prs chronic ulcer oth prt r low leg w fat laye,4
9611,TB OF VERTEBRA-UNSPEC,4
9612,Varicose veins of right lower extremity with infla,4
9613,"Displaced subtrochnt fx l femur,subs for clos fx ",4
9614,"Transient visual loss,unspecified eye",4
9615,"Displacement of int fix of bone of left lower leg,",4
9616,CENT RETINAL VEIN OCCLUS,4
9617,CAPILLARY DIS NEC/NOS,4
9618,Displacement of internal fixation device of left f,4
9619,THROMBOSIS NEC-ANTEPART,4
9620,GASTROSCHISIS,4
9621,"Nondisp fx of shaft of left clavicle,init for clo",4
9622,BIPOL I-REC MIX PART REM,4
9623,Postprocedural hepatic failure,4
9624,"Nondisp fx of right ulna styloid process,init for",4
9625,"Nondisp fx of right radial styloid process,init f",4
9626,CARBUNCLE OF ARM,4
9627,CARBUNCLE OF NECK,4
9628,GENITAL HERPES NOS,4
9629,"GENITAL-SKIN FISTUL,FEM",4
9630,"Displacmnt of internal orth devices,implnt and gr",4
9631,Paroxysmal nocturnal hemoglobinuria [Marchiafava-M,4
9632,"Oth comp of fb acc left in body fol oth procedure,",4
9633,Oth comp of fb acc left in body fol surgical opera,4
9634,CAUSALGIA OF UPPER LIMB,4
9635,"Varus deformity,not elsewhere classified,left kn",4
9636,"Displacement of intraperitoneal dialysis catheter,",4
9637,"Oth complication of vascular prosth dev/grft,subs",4
9638,CRITICAL ILLNESS MYOPATH,4
9639,OTHER QUADRIPLEGIA,4
9640,Ben neoplm of connctv/soft tiss of right lower lim,4
9641,MYCOSIS FUNGOIDES THORAX,4
9642,"Sixth [abducent] nerve palsy,bilateral",4
9643,MIGR AURA WO CI NO INTRC,4
9644,MYCOSIS FUNGOIDES INGUIN,4
9645,"Chronic kidney disease,unspecified",4
9646,"Chlamydial infection,unspecified",4
9647,Other impaction of intestine,4
9648,MUCOUS POLYP OF CERVIX,4
9649,Malignant neoplasm of overlapping sites of accesso,4
9650,"Left upper quadrant abdominal swelling,mass and l",4
9651,MERKEL CELL CA-UP LIMB,4
9652,Malignant neoplasm of descended left testis,4
9653,"LOW VISION,ONE EYE",4
9654,SPIN BIF W HYDRCEPH-LUMB,4
9655,"Localized swelling,mass and lump,right upper lim",4
9656,Malignant carcinoid tumor of unspecified site,4
9657,"Unsp focal TBI w LOC of 30 minutes or less,init",4
9658,Separation anxiety disorder of childhood,4
9659,MEMBRANOPROLIF NEPHR NOS,4
9660,MYCOSIS FUNGOIDES HEAD,4
9661,Chronic lymphocytic leukemia of B-cell type in rel,4
9662,Cerebral infrc due to thombos of left ant cerebral,4
9663,Sepsis following complete or unsp spontaneous abor,4
9664,SPON ABORT W HEMORR-UNSP,4
9665,Sepsis following incomplete spontaneous abortion,4
9666,Unsp Escherichia coli as the cause of diseases cla,4
9667,MULT GES MALPRES-ANTEPAR,4
9668,Acquired deformity of chest and rib,4
9669,"Unstable burst fracture of T11-T12 vertebra,init",4
9670,Other methemoglobinemias,4
9671,"Unspecified open wound,left lower leg,subsequent",4
9672,"Alcohol use,unsp w alcohol-induced psychotic diso",4
9673,"Other secondary scoliosis,lumbar region",4
9674,Malignant neoplasm of left retina,4
9675,Other specified viral diseases,4
9676,Malfunction of other stoma of urinary tract,4
9677,"Unil femoral hernia,w/o obst or gangrene,not spc",4
9678,"Laceration of urethra,initial encounter",4
9679,"Other instability,right knee",4
9680,"Other specified arthritis,multiple sites",4
9681,Secondary malignant neoplasm of r kidney and renal,4
9682,Other infectious disease,4
9683,"Cocaine use,unsp w cocaine-induced psychotic diso",4
9684,CYSTITIS CYSTICA,4
9685,"Unsp fracture of navicular bone of left wrist,ini",4
9686,MATERN HYPOTENS-ANTEPAR,4
9687,Other intestinal Escherichia coli infections,4
9688,"Unsp fracture of head of right femur,init for clo",4
9689,Left lower quadrant abdominal tenderness,4
9690,UROGENITAL TRICHOMON NOS,4
9691,Other irritable bowel syndrome,4
9692,Other feeding disorders of infancy and early child,4
9693,MERKEL CELL CA-SCLP/NECK,4
9694,Other secondary syphilitic conditions,4
9695,Choanal atresia,4
9696,"Other specified joint disorders,right hip",4
9697,"Other secondary kyphosis,cervical region",4
9698,Unspecified viral hepatitis without hepatic coma,4
9699,"Other specified arthritis,right shoulder",4
9700,Chronic inflammatory disease of uterus,4
9701,Adenoviral enteritis,4
9702,Sltr-haris Type II physeal fx lower end of right f,4
9703,Urethral diverticulum,4
9704,Laceration w/o fb of l idx fngr w/o damage to nail,4
9705,"Other osteomyelitis,upper arm",4
9706,"Other chronic osteomyelitis,left hand",4
9707,"Cannabis dependence with psychotic disorder,unspe",4
9708,"Contusion of left hand,initial encounter",4
9709,"Single liveborn infant,unspecified as to place of",4
9710,Carcinoma in situ of endocervix,4
9711,SQUAM CELL CA SKN UP LMB,4
9712,MAL NEO GI TRACT ILL-DEF,4
9713,MALIGN NEOPL THORAX,4
9714,"Cluster headache syndrome,unspecified,intractabl",4
9715,Simple chronic bronchitis,4
9716,Other specified noninflammatory disorders of vagin,4
9717,"Cannabis use,unspecified,uncomplicated",4
9718,"Other specified spondylopathies,cervical region",4
9719,"Lesion of sciatic nerve,right lower limb",4
9720,MAL NEO NERVOUS SYST NOS,4
9721,"Laceration w/o foreign body of scrotum and testes,",4
9722,"Unspecified injury of liver,initial encounter",4
9723,"Adverse effect of unspecified narcotics,initial e",4
9724,"Cannabis use,unsp with psychotic disorder,unspec",4
9725,Pyoderma,4
9726,Anemia due to glucose-6-phosphate dehydrogenase de,4
9727,"Liver and biliary tract disord in pregnancy,first",4
9728,MALIG MELANOMA EAR,4
9729,"Liver and biliary tract disord in preg,second tri",4
9730,Livedoid vasculitis,4
9731,Cleft soft palate,4
9732,Malig neoplasm of scapula and long bones of right ,4
9733,Chronic adhesive pericarditis,4
9734,"Ankylosis,right knee",4
9735,Other specified disorders of prostate,4
9736,Malignant neoplasm of overlapping sites of orophar,4
9737,"Laceration with foreign body,right knee,initial ",4
9738,LEG VARICOSITY W INFLAM,4
9739,METRORRHAGIA,4
9740,Other complications of bone graft,4
9741,Other hemorrhage in early pregnancy,4
9742,Malignant neoplasm of left conjunctiva,4
9743,LUMBOSACRAL PLEX LESION,4
9744,Other specified degenerative diseases of basal gan,4
9745,SPINAL CORD INJURY NOS,4
9746,Other elevated white blood cell count,4
9747,"Alcohol use,unspecified with intoxication,uncomp",4
9748,"Malignant neoplasm of female genital organ,unspec",4
9749,Cerebral infarction due to embolism of left verteb,4
9750,"Unspecified injury of ureter,initial encounter",4
9751,SUBPERI MASTOID ABSCESS,4
9752,Other specified degenerative diseases of nervous s,4
9753,"Unspecified sprain of right hip,initial encounter",4
9754,"Other secondary osteonecrosis,right femur",4
9755,Malignant neoplasm of overlapping sites of corpus ,4
9756,CYCLOTHYMIC DISORDER,4
9757,"Other secondary kyphosis,thoracic region",4
9758,"Unstable burst fracture of first lumbar vertebra,",4
9759,Cat-scratch disease,4
9760,"Adverse effect of other opioids,initial encounter",4
9761,LUNG LACERATION-OPEN,4
9762,"Contusion of heart,unsp w or w/o hemopericardium,",4
9763,"Adverse effect of glucocort/synth analog,init",4
9764,Secondary biliary cirrhosis,4
9765,"Ant displ Type II dens fracture,subs for fx w rou",4
9766,"Lesion of lateral popliteal nerve,right lower lim",4
9767,Secondary carcinoid tumors of bone,4
9768,Constitutional (pure) red blood cell aplasia,4
9769,LEUKODYSTROPHY,4
9770,LUNG INJURY NOS-CLOSED,4
9771,"Laceration w/o foreign body of left upper arm,ini",4
9772,MEGALOBLASTIC ANEMIA NEC,4
9773,Other diseases of spleen,4
9774,"Adverse effect of diagnostic agents,initial encou",4
9775,Other general symptoms and signs,4
9776,LATENT SYPHILIS NOS,4
9777,"Unspecified kyphosis,site unspecified",4
9778,"Acute myelomonocytic leukemia,not having achieved",4
9779,"Unsp dislocation of right acromioclavicular joint,",4
9780,MONOARTHRIT NOS-FOREARM,4
9781,Carcinoma in situ of vulva,4
9782,Congenital scoliosis due to congenital bony malfor,4
9783,Ulceration of vulva,4
9784,"Juvenile rheu arthritis w systemic onset,multiple",4
9785,Other male erectile dysfunction,4
9786,Other congenital malformations of diaphragm,4
